Kecamatan;Desa/Kelurahan;TPS;1 PKB;2 Gerindra;3 PDIP;4 Golkar;5 Nasdem;6 Buruh;7 Gelora;8 PKS;9 PKN;10 Hanura;11 Garuda;12 PAN;13 PBB;14 Demokrat;15 PSI;16 Perindo;17 PPP;24 Umat
AJIBARANG;CIBERUNG;TPS-011;28;16;97;8;31;0;2;5;1;0;0;2;0;4;1;2;4;0
AJIBARANG;CIBERUNG;TPS-012;19;10;66;9;36;2;1;29;0;1;0;7;1;4;1;1;4;0
AJIBARANG;CIBERUNG;TPS-013;35;32;47;20;9;0;2;10;0;0;0;2;0;10;7;2;4;1
AJIBARANG;DARMAKRADENAN;TPS-001;12;11;45;57;53;0;3;1;0;0;0;2;0;5;4;0;0;0
AJIBARANG;DARMAKRADENAN;TPS-002;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001002
AJIBARANG;DARMAKRADENAN;TPS-003;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001003
AJIBARANG;DARMAKRADENAN;TPS-004;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001004
AJIBARANG;DARMAKRADENAN;TPS-005;17;7;30;16;76;1;2;5;0;0;1;2;0;6;4;1;0;1
AJIBARANG;DARMAKRADENAN;TPS-006;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001006
AJIBARANG;DARMAKRADENAN;TPS-007;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001007
AJIBARANG;DARMAKRADENAN;TPS-008;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001008
AJIBARANG;DARMAKRADENAN;TPS-009;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001009
AJIBARANG;DARMAKRADENAN;TPS-010;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001010
AJIBARANG;DARMAKRADENAN;TPS-011;18;13;65;34;4;1;2;2;0;0;0;3;0;8;1;0;1;0
AJIBARANG;DARMAKRADENAN;TPS-012;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001012
AJIBARANG;DARMAKRADENAN;TPS-013;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001013
AJIBARANG;DARMAKRADENAN;TPS-014;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001014
AJIBARANG;DARMAKRADENAN;TPS-015;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001015
AJIBARANG;DARMAKRADENAN;TPS-016;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001016
AJIBARANG;DARMAKRADENAN;TPS-017;12;21;92;29;29;1;4;1;0;0;1;3;0;1;1;0;1;2
AJIBARANG;DARMAKRADENAN;TPS-018;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001018
AJIBARANG;DARMAKRADENAN;TPS-019;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001019
AJIBARANG;DARMAKRADENAN;TPS-020;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001020
AJIBARANG;DARMAKRADENAN;TPS-021;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001021
AJIBARANG;DARMAKRADENAN;TPS-022;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001022
AJIBARANG;DARMAKRADENAN;TPS-023;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001023
AJIBARANG;DARMAKRADENAN;TPS-024;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001024
AJIBARANG;DARMAKRADENAN;TPS-025;23;24;74;22;15;0;4;1;0;0;0;2;0;5;5;2;3;1
AJIBARANG;DARMAKRADENAN;TPS-026;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001026
AJIBARANG;DARMAKRADENAN;TPS-027;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001027
AJIBARANG;DARMAKRADENAN;TPS-028;8;11;37;70;14;0;0;12;0;0;0;3;0;3;5;1;0;1
AJIBARANG;DARMAKRADENAN;TPS-029;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001029
AJIBARANG;DARMAKRADENAN;TPS-030;10;11;93;13;32;0;1;0;0;0;0;3;0;6;0;0;0;0
AJIBARANG;DARMAKRADENAN;TPS-031;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001031
AJIBARANG;DARMAKRADENAN;TPS-032;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142001/3302142001032
AJIBARANG;JINGKANG;TPS-001;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142004/3302142004001
AJIBARANG;JINGKANG;TPS-002;22;17;56;8;44;2;0;15;1;1;0;4;1;22;4;1;2;2
AJIBARANG;JINGKANG;TPS-003;16;37;42;4;55;0;0;11;1;0;0;3;1;8;0;0;6;0
AJIBARANG;JINGKANG;TPS-004;12;12;46;9;22;1;9;7;0;1;0;8;0;34;1;0;1;0
AJIBARANG;JINGKANG;TPS-005;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142004/3302142004005
AJIBARANG;JINGKANG;TPS-006;82;12;48;4;16;1;1;3;0;0;0;0;0;1;1;0;2;0
AJIBARANG;JINGKANG;TPS-007;19;13;77;1;38;0;0;7;1;0;0;2;1;42;1;0;4;0
AJIBARANG;JINGKANG;TPS-008;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142004/3302142004008
AJIBARANG;JINGKANG;TPS-009;63;26;0;11;20;1;0;3;0;2;0;3;0;25;0;0;4;0
AJIBARANG;JINGKANG;TPS-010;39;17;47;8;14;1;5;0;0;0;1;2;0;4;0;1;28;0
AJIBARANG;JINGKANG;TPS-011;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142004/3302142004011
AJIBARANG;JINGKANG;TPS-012;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142004/3302142004012
AJIBARANG;JINGKANG;TPS-013;44;7;28;6;16;1;1;4;0;0;0;1;0;8;0;2;72;1
AJIBARANG;JINGKANG;TPS-014;30;12;45;16;19;1;4;1;0;0;2;4;0;2;1;0;33;1
AJIBARANG;JINGKANG;TPS-015;11;14;55;20;38;1;2;1;0;0;0;14;0;33;2;0;4;0
AJIBARANG;JINGKANG;TPS-016;25;16;37;9;54;0;2;0;0;2;0;5;0;14;0;0;12;0
AJIBARANG;JINGKANG;TPS-017;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142004/3302142004017
AJIBARANG;JINGKANG;TPS-018;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142004/3302142004018
AJIBARANG;JINGKANG;TPS-019;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142004/3302142004019
AJIBARANG;JINGKANG;TPS-020;14;17;77;8;29;0;0;1;0;0;0;1;0;30;0;0;24;0
AJIBARANG;KALIBENDA;TPS-001;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142006/3302142006001
AJIBARANG;KALIBENDA;TPS-002;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142006/3302142006002
AJIBARANG;KALIBENDA;TPS-003;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142006/3302142006003
AJIBARANG;KALIBENDA;TPS-004;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142006/3302142006004
AJIBARANG;KALIBENDA;TPS-005;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142006/3302142006005
AJIBARANG;KALIBENDA;TPS-006;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142006/3302142006006
AJIBARANG;KALIBENDA;TPS-007;21;12;42;15;21;0;1;3;0;1;1;12;0;31;2;0;1;0
AJIBARANG;KALIBENDA;TPS-008;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142006/3302142006008
AJIBARANG;KARANGBAWANG;TPS-001;21;24;53;27;12;0;0;38;0;0;0;6;0;2;1;3;1;2
AJIBARANG;KARANGBAWANG;TPS-002;32;24;39;19;17;0;3;33;0;1;1;14;0;6;1;2;0;2
AJIBARANG;KARANGBAWANG;TPS-003;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142009/3302142009003
AJIBARANG;KARANGBAWANG;TPS-004;27;30;35;17;20;0;2;13;0;0;0;45;0;4;2;1;3;0
AJIBARANG;KARANGBAWANG;TPS-005;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142009/3302142009005
AJIBARANG;KARANGBAWANG;TPS-006;39;51;24;4;26;1;1;9;0;0;0;6;0;16;0;0;4;0
AJIBARANG;KARANGBAWANG;TPS-007;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142009/3302142009007
AJIBARANG;KARANGBAWANG;TPS-008;20;13;88;3;30;4;0;22;1;1;0;4;0;7;1;0;12;0
AJIBARANG;KARANGBAWANG;TPS-009;32;19;114;11;7;1;3;6;0;0;0;1;0;0;3;1;3;0
AJIBARANG;KARANGBAWANG;TPS-010;15;23;88;5;14;3;0;19;0;1;1;2;0;11;2;0;6;3
AJIBARANG;KARANGBAWANG;TPS-011;33;16;84;12;25;1;3;24;0;2;0;6;0;7;1;1;2;1
AJIBARANG;KARANGBAWANG;TPS-012;29;26;41;12;49;2;0;15;0;0;0;2;0;7;2;2;0;2
AJIBARANG;KARANGBAWANG;TPS-013;38;17;64;7;51;1;0;14;0;0;1;3;0;7;2;0;2;0
AJIBARANG;KARANGBAWANG;TPS-014;17;12;112;20;32;2;1;7;0;0;2;1;0;2;5;0;0;0
AJIBARANG;KARANGBAWANG;TPS-015;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142009/3302142009015
AJIBARANG;KARANGBAWANG;TPS-016;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142009/3302142009016
AJIBARANG;KARANGBAWANG;TPS-017;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142009/3302142009017
AJIBARANG;KARANGBAWANG;TPS-018;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142009/3302142009018
AJIBARANG;KARANGBAWANG;TPS-019;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142009/3302142009019
AJIBARANG;KARANGBAWANG;TPS-020;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3302/330214/3302142009/3302142009020
AJIBARANG;KARANGBAWANG;TPS-021;14;47;40;23;8;0;2;17;0;0;0;2;0;2;1;0;5;1
