Kecamatan;Desa/Kelurahan;TPS;1 PKB;2 Gerindra;3 PDIP;4 Golkar;5 Nasdem;6 Buruh;7 Gelora;8 PKS;9 PKN;10 Hanura;11 Garuda;12 PAN;13 PBB;14 Demokrat;15 PSI;16 Perindo;17 PPP;24 Umat
CILACAP SELATAN;CILACAP;TPS-021;7;43;36;10;34;2;0;6;0;1;0;4;0;1;1;1;1;1
CILACAP SELATAN;CILACAP;TPS-022;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211002/3301211002022
CILACAP SELATAN;CILACAP;TPS-023;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211002/3301211002023
CILACAP SELATAN;CILACAP;TPS-024;11;38;51;26;21;10;3;5;0;1;0;5;0;2;4;2;5;1
CILACAP SELATAN;CILACAP;TPS-025;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211002/3301211002025
CILACAP SELATAN;CILACAP;TPS-026;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211002/3301211002026
CILACAP SELATAN;CILACAP;TPS-027;9;32;38;24;6;10;2;9;0;2;0;7;2;4;11;4;0;2
CILACAP SELATAN;CILACAP;TPS-028;10;36;38;36;6;9;0;6;0;0;0;19;0;10;10;7;3;5
CILACAP SELATAN;CILACAP;TPS-029;15;21;53;21;12;1;3;26;0;0;2;11;1;6;6;3;0;10
CILACAP SELATAN;CILACAP;TPS-030;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211002/3301211002030
CILACAP SELATAN;CILACAP;TPS-031;8;24;55;7;18;4;0;6;0;0;0;17;1;5;3;0;2;0
CILACAP SELATAN;CILACAP;TPS-032;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211002/3301211002032
CILACAP SELATAN;CILACAP;TPS-033;18;34;25;24;17;5;0;7;0;0;2;15;1;8;10;4;1;1
CILACAP SELATAN;CILACAP;TPS-034;25;32;27;32;11;0;1;10;0;0;0;15;0;4;7;2;0;1
CILACAP SELATAN;CILACAP;TPS-035;14;33;37;74;10;1;0;10;2;2;0;10;0;4;4;2;2;0
CILACAP SELATAN;CILACAP;TPS-036;19;25;57;23;6;7;0;23;0;0;0;15;1;5;7;5;3;1
CILACAP SELATAN;CILACAP;TPS-037;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211002/3301211002037
CILACAP SELATAN;CILACAP;TPS-038;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211002/3301211002038
CILACAP SELATAN;CILACAP;TPS-039;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211002/3301211002039
CILACAP SELATAN;CILACAP;TPS-040;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211002/3301211002040
CILACAP SELATAN;CILACAP;TPS-041;12;37;40;18;13;1;2;10;0;0;0;1;1;2;2;0;0;0
CILACAP SELATAN;CILACAP;TPS-042;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211002/3301211002042
CILACAP SELATAN;CILACAP;TPS-043;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211002/3301211002043
CILACAP SELATAN;CILACAP;TPS-044;0;76;60;9;6;3;1;1;0;3;0;1;0;1;4;3;1;0
CILACAP SELATAN;CILACAP;TPS-045;9;38;61;24;7;1;0;7;0;1;0;4;0;0;5;5;0;0
CILACAP SELATAN;CILACAP;TPS-046;4;44;82;19;10;2;1;11;1;0;0;3;0;3;2;6;3;0
CILACAP SELATAN;CILACAP;TPS-047;15;17;24;24;18;12;2;11;2;0;0;8;0;9;3;5;1;1
CILACAP SELATAN;CILACAP;TPS-048;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211002/3301211002048
CILACAP SELATAN;CILACAP;TPS-049;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211002/3301211002049
CILACAP SELATAN;CILACAP;TPS-050;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211002/3301211002050
CILACAP SELATAN;CILACAP;TPS-051;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211002/3301211002051
CILACAP SELATAN;CILACAP;TPS-052;11;25;33;50;18;2;0;11;0;0;1;8;0;2;8;3;1;0
CILACAP SELATAN;CILACAP;TPS-053;17;30;40;23;10;2;0;14;0;1;0;18;2;3;2;3;3;0
CILACAP SELATAN;CILACAP;TPS-054;12;33;68;15;7;3;2;9;0;0;1;3;0;3;11;7;0;1
CILACAP SELATAN;CILACAP;TPS-055;19;60;52;22;3;1;4;9;0;2;0;3;0;3;5;1;2;1
CILACAP SELATAN;SIDAKAYA;TPS-001;29;25;32;21;13;1;3;20;0;1;0;10;0;7;6;2;0;0
CILACAP SELATAN;SIDAKAYA;TPS-002;5;45;66;26;15;2;1;6;1;1;0;8;1;10;11;3;0;0
CILACAP SELATAN;SIDAKAYA;TPS-003;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211001/3301211001003
CILACAP SELATAN;SIDAKAYA;TPS-004;7;22;40;18;11;7;1;15;0;0;0;5;1;21;8;7;1;1
CILACAP SELATAN;SIDAKAYA;TPS-005;10;26;32;19;9;0;2;11;0;0;0;3;0;32;2;2;0;1
CILACAP SELATAN;SIDAKAYA;TPS-006;6;36;34;27;15;3;3;4;0;0;1;3;0;8;8;1;0;0
CILACAP SELATAN;SIDAKAYA;TPS-007;4;32;39;21;13;3;2;3;0;0;0;1;0;4;13;8;3;0
CILACAP SELATAN;SIDAKAYA;TPS-008;5;13;21;49;6;1;5;15;0;1;2;8;0;3;5;4;22;0
CILACAP SELATAN;SIDAKAYA;TPS-009;5;32;51;11;12;0;2;7;1;1;0;5;0;4;16;11;3;0
CILACAP SELATAN;SIDAKAYA;TPS-010;11;27;68;27;20;4;1;2;1;0;0;8;0;6;5;1;9;5
CILACAP SELATAN;SIDAKAYA;TPS-011;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211001/3301211001011
CILACAP SELATAN;SIDAKAYA;TPS-012;7;30;26;30;12;1;2;20;0;1;0;11;0;4;4;3;33;1
CILACAP SELATAN;SIDAKAYA;TPS-013;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211001/3301211001013
CILACAP SELATAN;SIDAKAYA;TPS-014;6;21;35;17;15;5;2;10;0;0;0;26;0;9;4;1;9;9
CILACAP SELATAN;SIDAKAYA;TPS-015;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211001/3301211001015
CILACAP SELATAN;SIDAKAYA;TPS-016;11;62;36;15;1;3;5;7;1;0;0;2;0;6;12;7;3;1
CILACAP SELATAN;SIDAKAYA;TPS-017;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211001/3301211001017
CILACAP SELATAN;SIDAKAYA;TPS-018;28;34;47;29;7;13;0;7;0;1;0;3;0;5;2;4;1;0
CILACAP SELATAN;SIDAKAYA;TPS-019;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211001/3301211001019
CILACAP SELATAN;SIDAKAYA;TPS-020;12;21;55;9;8;1;0;3;0;0;0;4;0;1;4;3;5;0
CILACAP SELATAN;SIDAKAYA;TPS-021;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211001/3301211001021
CILACAP SELATAN;SIDAKAYA;TPS-022;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211001/3301211001022
CILACAP SELATAN;SIDAKAYA;TPS-023;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211001/3301211001023
CILACAP SELATAN;SIDAKAYA;TPS-024;11;22;23;27;8;4;2;15;0;0;0;1;0;1;5;2;2;1
CILACAP SELATAN;SIDAKAYA;TPS-025;5;58;25;29;6;2;2;24;0;0;0;4;1;5;2;9;0;4
CILACAP SELATAN;SIDAKAYA;TPS-026;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211001/3301211001026
CILACAP SELATAN;SIDAKAYA;TPS-027;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211001/3301211001027
CILACAP SELATAN;SIDAKAYA;TPS-028;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211001/3301211001028
CILACAP SELATAN;SIDAKAYA;TPS-029;4;30;74;26;7;1;2;11;0;0;0;6;0;15;6;2;3;0
CILACAP SELATAN;SIDAKAYA;TPS-030;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211001/3301211001030
CILACAP SELATAN;SIDAKAYA;TPS-031;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211001/3301211001031
CILACAP SELATAN;SIDAKAYA;TPS-032;4;22;48;55;3;1;2;11;0;0;0;1;0;1;9;5;1;1
CILACAP SELATAN;SIDAKAYA;TPS-033;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211001/3301211001033
CILACAP SELATAN;SIDAKAYA;TPS-034;17;46;42;14;11;3;0;17;0;1;1;7;0;6;6;4;2;5
CILACAP SELATAN;TAMBAKREJA;TPS-001;4;27;49;37;12;1;2;29;0;0;0;7;0;5;14;4;3;5
CILACAP SELATAN;TAMBAKREJA;TPS-002;3;24;52;31;19;8;2;14;0;0;0;3;0;0;7;7;3;2
CILACAP SELATAN;TAMBAKREJA;TPS-003;14;38;56;14;9;2;1;15;0;0;1;9;1;4;5;1;2;0
CILACAP SELATAN;TAMBAKREJA;TPS-004;7;23;34;42;11;3;1;19;0;0;0;8;0;2;7;4;1;0
CILACAP SELATAN;TAMBAKREJA;TPS-005;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003005
CILACAP SELATAN;TAMBAKREJA;TPS-006;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003006
CILACAP SELATAN;TAMBAKREJA;TPS-007;4;24;53;36;10;1;2;9;0;2;0;7;2;7;6;7;6;1
CILACAP SELATAN;TAMBAKREJA;TPS-008;3;34;30;28;21;0;4;10;0;2;0;2;0;25;3;6;2;3
CILACAP SELATAN;TAMBAKREJA;TPS-009;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003009
CILACAP SELATAN;TAMBAKREJA;TPS-010;9;28;26;33;12;1;2;6;0;0;0;12;2;5;7;11;2;2
CILACAP SELATAN;TAMBAKREJA;TPS-011;5;22;55;33;13;2;4;14;0;1;1;9;0;4;2;1;2;0
CILACAP SELATAN;TAMBAKREJA;TPS-012;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003012
CILACAP SELATAN;TAMBAKREJA;TPS-013;11;35;41;47;13;4;1;13;0;3;0;6;0;4;7;8;2;0
CILACAP SELATAN;TAMBAKREJA;TPS-014;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003014
CILACAP SELATAN;TAMBAKREJA;TPS-015;8;27;50;61;12;0;0;9;0;1;0;7;1;1;7;3;1;0
CILACAP SELATAN;TAMBAKREJA;TPS-016;10;20;73;47;11;5;2;20;0;0;0;2;0;1;5;4;0;0
CILACAP SELATAN;TAMBAKREJA;TPS-017;2;25;69;37;4;4;1;1;0;0;1;3;0;2;5;2;1;0
CILACAP SELATAN;TAMBAKREJA;TPS-018;3;34;74;22;6;2;0;2;0;2;0;4;0;12;15;4;8;0
CILACAP SELATAN;TAMBAKREJA;TPS-019;7;26;45;74;4;0;4;12;0;0;0;2;0;1;4;4;0;0
CILACAP SELATAN;TAMBAKREJA;TPS-020;9;21;46;43;10;2;5;6;0;1;0;0;0;3;5;2;0;0
CILACAP SELATAN;TAMBAKREJA;TPS-021;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003021
CILACAP SELATAN;TAMBAKREJA;TPS-022;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003022
CILACAP SELATAN;TAMBAKREJA;TPS-023;8;26;39;100;9;1;0;3;0;0;0;3;0;2;2;2;1;0
CILACAP SELATAN;TAMBAKREJA;TPS-024;9;31;46;43;3;2;6;13;0;1;0;3;0;6;8;1;2;1
CILACAP SELATAN;TAMBAKREJA;TPS-025;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003025
CILACAP SELATAN;TAMBAKREJA;TPS-026;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003026
CILACAP SELATAN;TAMBAKREJA;TPS-027;15;29;46;47;12;1;6;10;0;0;1;11;1;4;4;0;0;1
CILACAP SELATAN;TAMBAKREJA;TPS-028;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003028
CILACAP SELATAN;TAMBAKREJA;TPS-029;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003029
CILACAP SELATAN;TAMBAKREJA;TPS-030;14;28;56;21;4;4;0;4;0;0;2;2;0;2;1;2;2;1
CILACAP SELATAN;TAMBAKREJA;TPS-031;6;37;29;40;7;4;8;21;0;1;0;8;0;4;2;0;0;0
CILACAP SELATAN;TAMBAKREJA;TPS-032;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003032
CILACAP SELATAN;TAMBAKREJA;TPS-033;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003033
CILACAP SELATAN;TAMBAKREJA;TPS-034;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003034
CILACAP SELATAN;TAMBAKREJA;TPS-035;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003035
CILACAP SELATAN;TAMBAKREJA;TPS-036;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003036
CILACAP SELATAN;TAMBAKREJA;TPS-037;25;34;34;40;7;10;3;14;1;0;0;5;3;6;7;4;5;1
CILACAP SELATAN;TAMBAKREJA;TPS-038;7;46;43;27;13;12;12;7;0;0;1;2;0;4;6;7;2;0
CILACAP SELATAN;TAMBAKREJA;TPS-039;11;50;52;21;11;0;3;8;0;2;0;9;0;8;6;6;0;0
CILACAP SELATAN;TAMBAKREJA;TPS-040;5;33;57;27;15;5;1;6;0;0;0;10;0;8;3;3;1;0
CILACAP SELATAN;TAMBAKREJA;TPS-041;5;21;43;12;7;2;0;5;0;0;0;6;0;5;5;1;1;0
CILACAP SELATAN;TAMBAKREJA;TPS-042;5;22;24;30;10;6;7;2;0;0;1;6;2;14;4;8;3;0
CILACAP SELATAN;TAMBAKREJA;TPS-043;4;43;25;26;17;0;1;5;2;1;0;5;0;12;7;2;3;1
CILACAP SELATAN;TAMBAKREJA;TPS-044;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003044
CILACAP SELATAN;TAMBAKREJA;TPS-045;25;27;47;44;15;1;2;14;0;2;0;11;0;1;8;3;1;0
CILACAP SELATAN;TAMBAKREJA;TPS-046;10;29;31;56;15;3;8;8;0;2;1;7;0;4;8;3;2;3
CILACAP SELATAN;TAMBAKREJA;TPS-047;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003047
CILACAP SELATAN;TAMBAKREJA;TPS-048;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003048
CILACAP SELATAN;TAMBAKREJA;TPS-049;16;19;31;0;9;4;1;6;0;1;0;3;0;7;8;10;3;3
CILACAP SELATAN;TAMBAKREJA;TPS-050;18;15;27;116;8;5;1;10;0;0;0;1;0;1;0;1;1;3
CILACAP SELATAN;TAMBAKREJA;TPS-051;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003051
CILACAP SELATAN;TAMBAKREJA;TPS-052;12;27;19;54;7;6;1;35;0;1;0;8;0;6;1;2;2;0
CILACAP SELATAN;TAMBAKREJA;TPS-053;16;10;25;91;5;4;1;16;0;0;0;1;0;0;5;7;1;1
CILACAP SELATAN;TAMBAKREJA;TPS-054;8;19;30;62;2;3;5;7;0;1;0;3;0;1;3;2;0;1
CILACAP SELATAN;TAMBAKREJA;TPS-055;7;35;35;53;8;6;1;33;0;0;1;1;1;4;7;2;0;0
CILACAP SELATAN;TAMBAKREJA;TPS-056;9;38;23;40;9;3;4;19;0;1;0;4;0;5;11;5;2;0
CILACAP SELATAN;TAMBAKREJA;TPS-057;6;53;37;49;7;4;1;9;0;0;0;8;0;4;7;5;2;0
CILACAP SELATAN;TAMBAKREJA;TPS-058;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003058
CILACAP SELATAN;TAMBAKREJA;TPS-059;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003059
CILACAP SELATAN;TAMBAKREJA;TPS-060;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003060
CILACAP SELATAN;TAMBAKREJA;TPS-061;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003061
CILACAP SELATAN;TAMBAKREJA;TPS-062;6;59;32;13;7;0;1;18;0;1;0;2;0;10;4;5;0;4
CILACAP SELATAN;TAMBAKREJA;TPS-063;2;103;40;5;6;2;2;10;0;0;0;4;0;0;12;1;0;2
CILACAP SELATAN;TAMBAKREJA;TPS-064;3;19;20;10;8;1;1;9;0;0;0;1;0;4;4;1;0;0
CILACAP SELATAN;TAMBAKREJA;TPS-065;3;20;3;6;2;0;0;2;0;0;0;4;0;3;1;1;1;0
CILACAP SELATAN;TAMBAKREJA;TPS-901;2;13;8;2;0;0;1;3;0;0;0;2;1;4;0;0;0;1
CILACAP SELATAN;TAMBAKREJA;TPS-902;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003902
CILACAP SELATAN;TAMBAKREJA;TPS-903;1;5;4;0;1;0;1;0;0;0;0;0;0;0;0;0;4;0
CILACAP SELATAN;TAMBAKREJA;TPS-904;0;9;3;1;3;0;0;0;0;0;0;0;0;4;0;0;2;0
CILACAP SELATAN;TAMBAKREJA;TPS-905;0;3;1;1;0;0;0;0;0;1;0;2;0;0;1;0;0;0
CILACAP SELATAN;TAMBAKREJA;TPS-906;0;3;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
CILACAP SELATAN;TAMBAKREJA;TPS-907;0;4;4;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
CILACAP SELATAN;TAMBAKREJA;TPS-908;0;0;3;8;2;0;0;0;0;0;0;0;0;2;1;1;0;2
CILACAP SELATAN;TAMBAKREJA;TPS-909;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003909
CILACAP SELATAN;TAMBAKREJA;TPS-910;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211003/3301211003910
CILACAP SELATAN;TAMBAKREJA;TPS-911;2;8;0;2;1;1;0;2;0;1;0;0;0;1;0;0;0;0
CILACAP SELATAN;TAMBAKREJA;TPS-912;1;6;3;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0
CILACAP SELATAN;TAMBAKREJA;TPS-913;3;11;1;4;3;0;0;6;0;0;0;1;0;1;1;1;0;0
CILACAP SELATAN;TEGALKAMULYAN;TPS-001;3;27;88;0;17;0;1;12;0;0;0;5;0;0;6;0;2;0
CILACAP SELATAN;TEGALKAMULYAN;TPS-002;13;33;63;14;5;3;1;10;0;1;1;5;0;16;7;2;1;0
CILACAP SELATAN;TEGALKAMULYAN;TPS-003;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211004/3301211004003
CILACAP SELATAN;TEGALKAMULYAN;TPS-004;15;38;56;10;10;0;1;21;0;0;0;14;0;4;3;5;3;0
CILACAP SELATAN;TEGALKAMULYAN;TPS-005;7;28;94;10;4;4;2;7;1;0;0;6;1;3;1;0;3;5
CILACAP SELATAN;TEGALKAMULYAN;TPS-006;20;22;65;29;12;3;6;10;0;0;0;3;0;3;5;5;1;0
CILACAP SELATAN;TEGALKAMULYAN;TPS-007;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211004/3301211004007
CILACAP SELATAN;TEGALKAMULYAN;TPS-008;29;61;46;16;8;2;0;6;0;1;1;4;0;1;4;6;0;0
CILACAP SELATAN;TEGALKAMULYAN;TPS-009;19;73;46;12;8;1;1;3;0;1;2;9;0;7;2;0;2;0
CILACAP SELATAN;TEGALKAMULYAN;TPS-010;7;80;32;9;10;1;2;4;0;0;0;7;0;3;4;1;1;3
CILACAP SELATAN;TEGALKAMULYAN;TPS-011;7;84;36;26;8;1;0;13;0;0;0;7;0;5;6;0;3;0
CILACAP SELATAN;TEGALKAMULYAN;TPS-012;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211004/3301211004012
CILACAP SELATAN;TEGALKAMULYAN;TPS-013;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211004/3301211004013
CILACAP SELATAN;TEGALKAMULYAN;TPS-014;13;45;44;14;9;7;3;17;0;1;0;5;0;4;2;1;3;0
CILACAP SELATAN;TEGALKAMULYAN;TPS-015;26;31;61;18;9;4;1;12;0;0;0;8;1;4;5;0;0;0
CILACAP SELATAN;TEGALKAMULYAN;TPS-016;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211004/3301211004016
CILACAP SELATAN;TEGALKAMULYAN;TPS-017;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211004/3301211004017
CILACAP SELATAN;TEGALKAMULYAN;TPS-018;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211004/3301211004018
CILACAP SELATAN;TEGALKAMULYAN;TPS-019;16;46;47;38;9;1;1;7;0;2;0;6;0;4;3;4;4;1
CILACAP SELATAN;TEGALKAMULYAN;TPS-020;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211004/3301211004020
CILACAP SELATAN;TEGALKAMULYAN;TPS-021;6;34;26;41;5;3;3;14;1;1;0;9;1;10;8;1;0;0
CILACAP SELATAN;TEGALKAMULYAN;TPS-022;8;44;52;22;8;3;1;15;1;2;0;7;0;7;17;6;0;3
CILACAP SELATAN;TEGALKAMULYAN;TPS-023;12;36;17;35;20;5;1;24;0;0;0;8;0;10;6;1;1;3
CILACAP SELATAN;TEGALKAMULYAN;TPS-024;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211004/3301211004024
CILACAP SELATAN;TEGALKAMULYAN;TPS-025;17;22;21;44;19;9;1;27;1;0;0;6;0;6;15;4;1;7
CILACAP SELATAN;TEGALKAMULYAN;TPS-026;5;40;22;35;15;6;2;24;0;1;1;4;1;7;14;2;3;10
CILACAP SELATAN;TEGALKAMULYAN;TPS-027;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211004/3301211004027
CILACAP SELATAN;TEGALKAMULYAN;TPS-028;12;27;16;42;16;4;3;30;0;0;1;7;0;7;7;2;1;4
CILACAP SELATAN;TEGALKAMULYAN;TPS-029;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211004/3301211004029
CILACAP SELATAN;TEGALKAMULYAN;TPS-030;11;40;109;14;9;2;5;7;0;1;0;2;0;5;4;8;1;0
CILACAP SELATAN;TEGALKAMULYAN;TPS-031;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330121/3301211004/3301211004031
CILACAP SELATAN;TEGALKAMULYAN;TPS-032;15;49;59;43;2;3;4;18;0;0;0;6;0;3;4;2;1;0
