Kecamatan;Desa/Kelurahan;TPS;1 PKB;2 Gerindra;3 PDIP;4 Golkar;5 Nasdem;6 Buruh;7 Gelora;8 PKS;9 PKN;10 Hanura;11 Garuda;12 PAN;13 PBB;14 Demokrat;15 PSI;16 Perindo;17 PPP;24 Umat
SAMPANG;KETANGGUNG;TPS-004;21;11;25;11;4;0;0;3;0;0;0;31;1;52;1;4;16;0
SAMPANG;NUSAJATI;TPS-001;37;19;32;18;8;0;1;7;1;0;1;16;0;40;3;0;18;0
SAMPANG;NUSAJATI;TPS-002;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330117/3301172007/3301172007002
SAMPANG;NUSAJATI;TPS-003;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330117/3301172007/3301172007003
SAMPANG;NUSAJATI;TPS-004;28;58;25;15;12;0;2;0;0;0;0;10;0;59;4;0;17;0
SAMPANG;NUSAJATI;TPS-005;44;50;32;32;5;0;3;2;0;0;0;4;0;15;2;0;40;2
SAMPANG;NUSAJATI;TPS-006;38;14;40;9;10;2;2;15;0;1;0;14;0;11;0;1;33;0
SAMPANG;NUSAJATI;TPS-007;33;19;43;19;10;3;0;12;0;1;0;18;0;12;1;1;6;1
SAMPANG;NUSAJATI;TPS-008;81;15;47;21;4;1;1;7;0;0;0;7;0;9;3;0;20;2
SAMPANG;NUSAJATI;TPS-009;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330117/3301172007/3301172007009
SAMPANG;NUSAJATI;TPS-010;43;24;28;28;3;8;0;7;0;0;0;40;0;11;0;1;11;1
SAMPANG;NUSAJATI;TPS-011;41;25;23;22;3;2;3;2;0;0;1;30;0;9;1;1;21;0
SAMPANG;NUSAJATI;TPS-012;29;21;32;26;5;0;0;0;0;0;0;30;0;16;3;2;22;2
SAMPANG;NUSAJATI;TPS-013;20;31;31;25;8;1;3;3;0;0;0;48;0;13;2;0;14;1
SAMPANG;NUSAJATI;TPS-014;12;16;39;14;6;8;2;3;0;0;0;50;0;10;3;2;19;0
SAMPANG;PABERASAN;TPS-001;43;13;59;19;4;0;1;4;0;0;0;8;0;8;2;0;32;1
SAMPANG;PABERASAN;TPS-002;17;17;36;30;3;2;4;4;0;0;0;6;0;28;3;1;31;5
SAMPANG;PABERASAN;TPS-003;10;24;45;40;5;0;0;4;0;0;0;5;0;13;1;6;33;0
SAMPANG;PABERASAN;TPS-004;10;24;47;67;6;0;0;4;0;0;1;7;0;20;0;2;7;0
SAMPANG;PABERASAN;TPS-005;17;32;27;41;3;0;1;2;0;0;1;9;0;5;0;2;24;3
SAMPANG;PAKETINGAN;TPS-001;7;20;53;19;19;3;4;5;0;3;1;4;0;10;8;12;3;0
SAMPANG;PAKETINGAN;TPS-002;13;30;68;18;13;2;0;9;1;0;1;1;0;23;2;4;1;0
SAMPANG;PAKETINGAN;TPS-003;20;22;27;26;10;1;1;9;1;0;0;16;0;19;3;1;11;1
SAMPANG;PAKETINGAN;TPS-004;19;46;11;18;2;1;0;4;0;1;0;11;0;25;3;12;11;0
SAMPANG;PAKETINGAN;TPS-005;9;69;14;12;3;2;2;5;0;0;0;13;1;9;0;5;17;0
SAMPANG;PAKETINGAN;TPS-006;21;66;31;12;10;0;1;4;0;0;0;6;0;13;0;2;8;0
SAMPANG;PAKETINGAN;TPS-007;33;38;35;18;7;1;0;9;0;0;1;5;0;18;1;1;12;0
SAMPANG;PAKETINGAN;TPS-008;27;41;35;39;8;0;2;11;0;0;1;5;0;16;1;1;5;0
SAMPANG;PAKETINGAN;TPS-009;29;27;32;37;11;2;2;6;0;0;0;2;0;13;1;2;2;1
SAMPANG;PAKETINGAN;TPS-010;27;30;57;15;7;0;2;0;0;0;0;6;0;16;2;0;0;0
SAMPANG;SAMPANG;TPS-001;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330117/3301172003/3301172003001
SAMPANG;SAMPANG;TPS-002;7;34;52;28;8;2;2;10;1;0;0;17;1;24;2;1;10;1
SAMPANG;SAMPANG;TPS-003;15;22;40;23;10;1;0;16;0;0;0;25;0;13;0;1;16;5
SAMPANG;SAMPANG;TPS-004;14;16;36;26;11;1;1;19;0;0;0;25;0;15;1;1;4;7
SAMPANG;SAMPANG;TPS-005;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330117/3301172003/3301172003005
SAMPANG;SAMPANG;TPS-006;15;14;18;19;11;2;0;17;0;0;0;21;0;5;2;2;48;11
SAMPANG;SAMPANG;TPS-007;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330117/3301172003/3301172003007
SAMPANG;SAMPANG;TPS-008;16;17;12;37;14;2;1;45;1;1;0;25;0;6;0;1;15;4
SAMPANG;SAMPANG;TPS-009;10;15;32;31;12;1;1;3;0;0;1;12;1;25;3;0;49;0
SAMPANG;SAMPANG;TPS-010;13;20;32;27;2;0;3;14;0;1;0;11;0;7;0;3;47;4
SAMPANG;SAMPANG;TPS-011;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330117/3301172003/3301172003011
SAMPANG;SAMPANG;TPS-012;34;14;17;21;5;0;0;12;0;0;1;12;0;4;0;2;81;2
SAMPANG;SAMPANG;TPS-013;20;19;22;24;3;0;0;10;0;1;0;12;1;10;1;8;61;0
SAMPANG;SAMPANG;TPS-014;24;11;17;38;15;0;1;8;0;0;1;5;0;13;2;0;73;1
SAMPANG;SAMPANG;TPS-015;23;13;27;17;5;0;1;5;0;0;0;3;0;9;2;1;106;1
SAMPANG;SAMPANG;TPS-016;14;12;12;21;6;0;1;3;0;1;0;5;0;18;1;1;103;0
SAMPANG;SAMPANG;TPS-017;15;20;27;10;6;4;2;6;0;0;0;7;0;11;2;2;75;4
SAMPANG;SAMPANG;TPS-018;19;25;13;0;12;0;1;14;0;0;0;4;0;24;0;5;64;1
SAMPANG;SIDASARI;TPS-001;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330117/3301172004/3301172004001
SAMPANG;SIDASARI;TPS-002;21;12;84;21;8;1;2;2;0;0;0;2;0;30;2;1;6;0
SAMPANG;SIDASARI;TPS-003;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330117/3301172004/3301172004003
SAMPANG;SIDASARI;TPS-004;18;30;78;25;2;5;0;10;0;0;0;13;0;6;7;3;7;0
SAMPANG;SIDASARI;TPS-005;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330117/3301172004/3301172004005
SAMPANG;SIDASARI;TPS-006;40;19;95;19;6;1;5;2;0;0;0;14;0;12;1;4;0;0
SAMPANG;SIDASARI;TPS-007;28;30;75;26;5;1;7;3;0;0;1;7;0;6;1;3;8;2
SAMPANG;SIDASARI;TPS-008;12;17;39;15;11;0;3;8;0;2;0;18;0;21;3;1;33;0
SAMPANG;SIDASARI;TPS-009;30;0;31;21;9;4;0;4;0;0;0;29;0;10;4;2;37;0
SAMPANG;SIDASARI;TPS-010;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330117/3301172004/3301172004010
SAMPANG;SIDASARI;TPS-011;27;14;57;16;5;0;2;12;0;1;1;0;0;37;0;0;14;1
SIDAREJA;GUNUNGREJA;TPS-001;15;32;25;35;10;0;1;14;0;0;0;7;0;20;4;4;7;0
SIDAREJA;GUNUNGREJA;TPS-002;17;50;23;33;9;2;2;5;0;0;1;1;1;2;0;1;27;0
SIDAREJA;GUNUNGREJA;TPS-003;18;42;37;29;7;0;0;6;0;0;2;11;0;6;4;4;7;0
SIDAREJA;GUNUNGREJA;TPS-004;19;26;44;21;10;3;2;4;0;0;0;16;1;7;8;0;12;2
SIDAREJA;GUNUNGREJA;TPS-005;29;23;37;21;9;1;0;8;0;0;2;7;1;11;5;1;9;0
SIDAREJA;GUNUNGREJA;TPS-006;33;29;26;30;10;2;1;6;0;0;0;4;0;6;3;4;9;0
SIDAREJA;GUNUNGREJA;TPS-007;34;34;25;31;13;1;1;6;0;0;0;1;0;9;10;3;0;1
SIDAREJA;GUNUNGREJA;TPS-008;104;12;11;29;2;1;1;4;0;1;0;1;0;10;1;6;27;0
SIDAREJA;GUNUNGREJA;TPS-009;43;10;21;63;1;0;0;0;0;0;1;0;0;4;0;33;33;1
SIDAREJA;GUNUNGREJA;TPS-010;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112009/3301112009010
SIDAREJA;GUNUNGREJA;TPS-011;92;12;23;33;4;1;2;0;0;0;0;1;0;2;1;0;12;0
SIDAREJA;KARANGGEDANG;TPS-001;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112005/3301112005001
SIDAREJA;KARANGGEDANG;TPS-002;9;41;11;74;2;0;1;7;0;0;0;16;0;1;1;1;0;1
SIDAREJA;KARANGGEDANG;TPS-003;7;54;8;22;10;0;0;10;0;0;0;34;0;12;1;4;0;0
SIDAREJA;KARANGGEDANG;TPS-004;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112005/3301112005004
SIDAREJA;KARANGGEDANG;TPS-005;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112005/3301112005005
SIDAREJA;KARANGGEDANG;TPS-006;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112005/3301112005006
SIDAREJA;KARANGGEDANG;TPS-007;11;24;34;85;3;2;1;2;0;0;1;13;0;4;1;0;1;1
SIDAREJA;KARANGGEDANG;TPS-008;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112005/3301112005008
SIDAREJA;KARANGGEDANG;TPS-009;73;28;37;18;0;0;2;1;0;0;0;1;0;0;6;0;0;0
SIDAREJA;KARANGGEDANG;TPS-010;54;41;35;27;3;1;0;0;1;1;0;1;0;0;1;2;6;0
SIDAREJA;KARANGGEDANG;TPS-011;32;43;46;42;2;1;1;5;0;0;1;0;0;2;6;0;0;0
SIDAREJA;KUNCI;TPS-001;32;12;12;13;3;1;0;2;0;0;0;0;0;1;0;3;31;0
SIDAREJA;KUNCI;TPS-002;103;13;8;28;0;1;0;1;0;0;1;3;0;4;2;0;10;0
SIDAREJA;KUNCI;TPS-003;47;7;6;26;3;0;0;0;0;1;0;0;0;2;1;3;52;0
SIDAREJA;KUNCI;TPS-004;41;19;8;55;3;0;1;0;0;0;1;5;0;0;1;3;26;1
SIDAREJA;KUNCI;TPS-005;33;11;10;71;2;2;0;0;0;0;2;0;0;4;1;1;21;0
SIDAREJA;KUNCI;TPS-006;30;5;15;57;6;0;0;1;0;0;0;3;0;4;5;13;8;0
SIDAREJA;KUNCI;TPS-007;0;14;21;52;9;0;0;2;0;0;0;1;0;7;2;6;15;0
SIDAREJA;KUNCI;TPS-008;13;12;41;66;6;0;1;7;0;0;0;1;0;2;4;1;3;0
SIDAREJA;KUNCI;TPS-009;25;36;29;33;2;1;2;24;0;0;1;2;0;16;0;2;9;0
SIDAREJA;KUNCI;TPS-010;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112004/3301112004010
SIDAREJA;KUNCI;TPS-011;10;21;61;21;5;1;1;20;0;0;0;1;0;9;6;8;4;0
SIDAREJA;KUNCI;TPS-012;24;19;23;26;1;2;2;2;1;1;1;3;0;5;4;2;51;0
SIDAREJA;KUNCI;TPS-013;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112004/3301112004013
SIDAREJA;KUNCI;TPS-014;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112004/3301112004014
SIDAREJA;KUNCI;TPS-015;15;44;14;35;0;0;3;3;0;0;0;12;0;2;0;1;8;0
SIDAREJA;KUNCI;TPS-016;12;41;33;27;10;1;1;1;0;1;0;5;0;8;2;2;11;0
SIDAREJA;KUNCI;TPS-017;16;36;52;33;5;3;1;7;0;0;0;1;0;6;1;6;6;1
SIDAREJA;KUNCI;TPS-018;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112004/3301112004018
SIDAREJA;KUNCI;TPS-019;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112004/3301112004019
SIDAREJA;KUNCI;TPS-020;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112004/3301112004020
SIDAREJA;KUNCI;TPS-021;29;27;17;21;16;4;1;33;0;1;0;2;1;26;4;5;5;5
SIDAREJA;KUNCI;TPS-022;26;26;27;30;3;0;2;10;0;0;0;2;0;6;3;9;7;0
SIDAREJA;KUNCI;TPS-023;38;34;19;44;7;1;1;8;0;0;1;1;1;9;6;2;5;1
SIDAREJA;KUNCI;TPS-024;24;33;25;19;15;1;0;6;0;0;0;5;0;8;3;2;7;2
SIDAREJA;KUNCI;TPS-025;20;25;33;52;6;2;1;3;0;1;0;2;1;13;6;3;11;0
SIDAREJA;KUNCI;TPS-026;17;33;25;66;5;3;0;0;0;0;0;0;0;5;0;5;0;0
SIDAREJA;MARGASARI;TPS-001;78;8;12;47;1;0;0;9;0;0;0;1;0;1;0;0;5;0
SIDAREJA;MARGASARI;TPS-002;69;11;18;49;0;0;0;1;0;0;0;1;0;3;0;5;17;0
SIDAREJA;MARGASARI;TPS-003;66;16;8;43;2;3;1;0;0;0;1;2;0;23;0;0;5;1
SIDAREJA;MARGASARI;TPS-004;83;12;24;33;3;0;0;3;0;0;0;3;0;6;2;0;10;1
SIDAREJA;MARGASARI;TPS-005;83;16;45;10;2;1;2;2;0;0;0;2;0;4;1;1;16;0
SIDAREJA;MARGASARI;TPS-006;82;15;29;22;4;2;0;1;0;0;0;5;0;0;1;1;7;0
SIDAREJA;MARGASARI;TPS-007;62;13;7;34;4;0;1;36;0;1;0;2;0;1;1;4;1;0
SIDAREJA;MARGASARI;TPS-008;61;31;11;7;6;1;0;2;0;1;0;0;0;2;5;8;4;1
SIDAREJA;MARGASARI;TPS-009;48;26;26;12;1;0;3;1;0;0;0;0;0;1;1;5;10;0
SIDAREJA;MARGASARI;TPS-010;30;20;34;19;7;3;3;2;0;0;1;1;0;1;0;9;1;0
SIDAREJA;MARGASARI;TPS-011;91;5;10;6;12;2;2;0;0;1;1;1;0;2;1;2;37;1
SIDAREJA;MARGASARI;TPS-012;110;13;25;27;2;2;1;1;1;1;0;1;0;12;0;1;5;0
SIDAREJA;MARGASARI;TPS-013;160;9;10;11;7;0;0;2;0;0;1;2;0;6;1;0;1;0
SIDAREJA;MARGASARI;TPS-014;174;6;6;7;8;0;1;3;0;0;0;3;1;0;2;0;0;0
SIDAREJA;MARGASARI;TPS-015;112;13;39;14;0;1;2;3;0;0;0;1;0;0;0;2;0;1
SIDAREJA;MARGASARI;TPS-016;118;14;2;54;3;5;1;7;0;0;0;0;0;7;4;0;0;0
SIDAREJA;MARGASARI;TPS-017;79;8;17;70;8;2;3;2;0;0;0;0;1;10;1;1;1;0
SIDAREJA;MARGASARI;TPS-018;134;17;8;11;7;3;0;5;0;0;1;1;0;6;1;1;8;0
SIDAREJA;MARGASARI;TPS-019;99;11;12;31;5;2;1;2;0;1;0;1;0;3;1;6;1;0
SIDAREJA;MARGASARI;TPS-020;102;16;14;27;8;0;0;2;0;0;0;2;0;2;1;3;3;0
SIDAREJA;MARGASARI;TPS-021;117;9;8;19;8;1;1;13;1;0;0;4;0;1;0;0;5;3
SIDAREJA;PENYARANG;TPS-001;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112006/3301112006001
SIDAREJA;PENYARANG;TPS-002;32;24;52;29;5;1;1;7;0;0;0;2;0;2;0;0;3;0
SIDAREJA;PENYARANG;TPS-003;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112006/3301112006003
SIDAREJA;PENYARANG;TPS-004;38;16;53;19;1;4;3;5;0;0;0;4;1;3;1;3;2;0
SIDAREJA;PENYARANG;TPS-005;22;18;74;18;6;1;1;10;1;0;0;2;0;4;3;2;3;0
SIDAREJA;PENYARANG;TPS-006;24;21;75;22;2;1;3;10;0;0;0;7;0;2;2;1;2;1
SIDAREJA;PENYARANG;TPS-007;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112006/3301112006007
SIDAREJA;PENYARANG;TPS-008;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112006/3301112006008
SIDAREJA;PENYARANG;TPS-009;16;32;56;25;3;1;4;6;0;0;1;1;0;4;8;11;0;1
SIDAREJA;PENYARANG;TPS-010;12;18;67;46;1;1;0;3;0;0;0;0;0;0;5;2;1;0
SIDAREJA;PENYARANG;TPS-011;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112006/3301112006011
SIDAREJA;PENYARANG;TPS-012;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112006/3301112006012
SIDAREJA;PENYARANG;TPS-013;23;19;72;39;4;0;0;6;0;1;1;0;0;2;2;1;0;2
SIDAREJA;PENYARANG;TPS-014;9;14;99;18;3;0;3;12;0;0;2;1;0;6;1;1;0;2
SIDAREJA;PENYARANG;TPS-015;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112006/3301112006015
SIDAREJA;PENYARANG;TPS-016;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112006/3301112006016
SIDAREJA;PENYARANG;TPS-017;11;7;37;24;4;1;0;2;0;1;0;0;0;18;1;4;1;0
SIDAREJA;PENYARANG;TPS-018;10;28;39;28;4;0;0;3;0;0;1;0;0;31;1;0;2;1
SIDAREJA;PENYARANG;TPS-019;9;19;34;18;28;4;2;4;0;0;2;0;0;25;0;1;0;0
SIDAREJA;PENYARANG;TPS-020;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112006/3301112006020
SIDAREJA;SIDAMULYA;TPS-001;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112003/3301112003001
SIDAREJA;SIDAMULYA;TPS-002;25;25;44;19;15;2;4;15;0;0;1;3;1;5;2;3;8;2
SIDAREJA;SIDAMULYA;TPS-003;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112003/3301112003003
SIDAREJA;SIDAMULYA;TPS-004;20;30;33;13;25;1;3;13;0;0;0;1;0;19;4;0;0;0
SIDAREJA;SIDAMULYA;TPS-005;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112003/3301112003005
SIDAREJA;SIDAMULYA;TPS-006;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112003/3301112003006
SIDAREJA;SIDAMULYA;TPS-007;35;19;65;13;1;0;2;6;0;0;1;0;0;5;2;0;7;0
SIDAREJA;SIDAMULYA;TPS-008;19;16;64;7;35;0;1;4;0;0;0;0;0;10;0;2;8;1
SIDAREJA;SIDAMULYA;TPS-009;66;23;29;29;6;2;1;19;0;0;0;4;1;7;0;0;3;1
SIDAREJA;SIDAMULYA;TPS-010;26;20;45;26;10;1;0;4;0;0;0;1;0;16;1;4;4;0
SIDAREJA;SIDAMULYA;TPS-011;36;14;52;17;16;1;3;6;0;0;0;4;0;3;2;4;1;0
SIDAREJA;SIDAMULYA;TPS-012;20;26;29;28;9;0;1;32;0;1;0;0;0;19;2;3;4;1
SIDAREJA;SIDAMULYA;TPS-013;12;35;53;10;11;7;1;4;0;0;0;3;0;16;3;3;4;0
SIDAREJA;SIDAMULYA;TPS-014;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112003/3301112003014
SIDAREJA;SIDAREJA;TPS-001;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112002/3301112002001
SIDAREJA;SIDAREJA;TPS-002;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112002/3301112002002
SIDAREJA;SIDAREJA;TPS-003;2;51;62;33;6;1;1;3;1;0;0;0;1;3;11;3;0;0
SIDAREJA;SIDAREJA;TPS-004;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112002/3301112002004
SIDAREJA;SIDAREJA;TPS-005;11;22;60;52;1;1;1;0;0;0;0;4;0;6;14;1;1;1
SIDAREJA;SIDAREJA;TPS-006;15;26;41;33;10;0;3;28;0;1;0;1;0;3;7;4;2;1
SIDAREJA;SIDAREJA;TPS-007;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112002/3301112002007
SIDAREJA;SIDAREJA;TPS-008;22;12;33;78;3;0;1;21;0;0;0;1;1;2;6;4;3;0
SIDAREJA;SIDAREJA;TPS-009;17;20;31;71;10;1;2;2;0;0;0;0;0;3;2;2;5;0
SIDAREJA;SIDAREJA;TPS-010;10;16;34;82;5;0;0;7;0;0;0;8;0;2;3;5;5;0
SIDAREJA;SIDAREJA;TPS-011;12;18;20;60;9;1;0;18;0;0;2;5;0;14;10;0;6;0
SIDAREJA;SIDAREJA;TPS-012;17;19;14;87;1;0;0;7;0;0;0;0;0;4;2;0;0;0
SIDAREJA;SIDAREJA;TPS-013;39;24;26;39;10;1;2;16;0;0;0;7;0;3;4;2;1;0
SIDAREJA;SIDAREJA;TPS-014;12;21;29;52;16;1;1;25;0;0;0;2;0;17;0;2;3;0
SIDAREJA;SIDAREJA;TPS-015;6;5;30;45;2;1;1;46;0;0;0;1;1;26;1;3;0;0
SIDAREJA;SIDAREJA;TPS-016;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112002/3301112002016
SIDAREJA;SIDAREJA;TPS-017;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112002/3301112002017
SIDAREJA;SIDAREJA;TPS-018;19;15;44;39;17;2;1;10;0;0;1;2;0;36;2;0;17;0
SIDAREJA;SIDAREJA;TPS-019;33;29;27;26;13;1;2;2;0;1;0;1;0;29;4;3;6;1
SIDAREJA;SIDAREJA;TPS-020;38;30;18;29;7;2;2;10;0;0;0;4;0;13;6;9;13;1
SIDAREJA;SIDAREJA;TPS-021;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112002/3301112002021
SIDAREJA;SIDAREJA;TPS-022;63;30;11;9;8;0;1;6;0;0;0;3;0;3;2;2;46;0
SIDAREJA;SIDAREJA;TPS-023;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112002/3301112002023
SIDAREJA;SIDAREJA;TPS-024;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112002/3301112002024
SIDAREJA;SUDAGARAN;TPS-001;29;21;37;18;0;2;6;0;0;0;5;0;5;5;0;3;0;0
SIDAREJA;SUDAGARAN;TPS-002;20;50;25;30;11;2;1;17;0;0;0;4;0;5;2;3;4;0
SIDAREJA;SUDAGARAN;TPS-003;32;6;28;64;11;0;0;2;0;0;0;3;0;2;19;0;11;0
SIDAREJA;SUDAGARAN;TPS-004;28;33;32;34;8;0;0;11;0;0;0;3;1;3;1;5;2;9
SIDAREJA;SUDAGARAN;TPS-005;54;11;18;14;9;1;3;13;0;0;0;12;1;4;3;3;10;12
SIDAREJA;SUDAGARAN;TPS-006;34;17;23;27;5;0;2;19;0;0;0;6;0;2;1;6;1;8
SIDAREJA;SUDAGARAN;TPS-007;46;14;20;7;6;2;2;16;0;0;1;13;0;1;1;5;18;4
SIDAREJA;SUDAGARAN;TPS-008;19;21;26;29;12;0;1;5;0;0;0;3;0;7;1;6;1;1
SIDAREJA;SUDAGARAN;TPS-009;23;17;17;33;26;2;4;31;0;0;0;3;0;4;1;9;2;2
SIDAREJA;SUDAGARAN;TPS-010;47;19;31;25;14;1;1;11;0;0;0;1;0;7;0;1;4;0
SIDAREJA;SUDAGARAN;TPS-011;0;10;17;23;6;4;0;16;0;0;0;1;0;11;2;1;0;0
SIDAREJA;SUDAGARAN;TPS-012;63;26;16;41;5;0;0;1;0;0;0;5;0;16;2;4;2;0
SIDAREJA;SUDAGARAN;TPS-013;45;21;27;14;13;0;2;12;0;1;0;3;0;18;2;6;5;0
SIDAREJA;SUDAGARAN;TPS-014;22;22;24;23;29;1;5;2;0;0;0;1;0;22;0;6;3;0
SIDAREJA;SUDAGARAN;TPS-015;44;18;33;22;27;0;2;5;0;0;0;1;0;27;0;1;1;0
SIDAREJA;SUDAGARAN;TPS-016;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112010/3301112010016
SIDAREJA;SUDAGARAN;TPS-017;65;8;5;45;12;0;0;2;0;0;0;3;0;9;1;5;1;1
SIDAREJA;TEGALSARI;TPS-001;7;19;19;72;5;2;0;10;0;0;0;3;0;3;11;8;2;0
SIDAREJA;TEGALSARI;TPS-002;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112007/3301112007002
SIDAREJA;TEGALSARI;TPS-003;34;22;19;47;7;1;1;9;0;0;1;2;0;2;2;27;0;0
SIDAREJA;TEGALSARI;TPS-004;14;34;32;46;0;1;2;9;0;1;0;4;0;5;13;15;1;0
SIDAREJA;TEGALSARI;TPS-005;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330111/3301112007/3301112007005
