330103;ADIPALA
330120;BANTARSARI
330104;BINANGUN
330121;CILACAP SELATAN
330122;CILACAP TENGAH
330123;CILACAP UTARA
330113;CIMANGGU
330118;CIPARI
330116;DAYEUHLUHUR
330110;GANDRUNGMANGU
330108;JERUKLEGI
330124;KAMPUNG LAUT
330112;KARANGPUCUNG
330109;KAWUNGANTEN
330101;KEDUNGREJA
330102;KESUGIHAN
330106;KROYA
330114;MAJENANG
330107;MAOS
330105;NUSAWUNGU
330119;PATIMUAN
330117;SAMPANG
330111;SIDAREJA
330115;WANAREJA
